creator_name,YT_Title,YT_id,YT_Username,Facebook_Username,Instagram handle,TikTok_Username,AdWords Placement,YT_content_owner,country,industry,property,Content Genre,themes,YT_category,Facebook_category,Twitch_URL,TikTok_URL,Tubular_Profile_URL,Feb_2024_YouTube_V30,Feb_2024_Facebook_V30,Feb_2024_Instagram_V30,Feb_2024_TikTok_V30,Feb_2024_YouTube_ER30,Feb_2024_Facebook_ER30,Feb_2024_Instagram_ER30,Feb_2024_TikTok_ER30,Feb_2024_YouTube_E30,Feb_2024_Facebook_E30,Feb_2024_Instagram_E30,Feb_2024_TikTok_E30,YT_Current_All_Time_Subscribers,Facebook_Current_All_Time_Followers,Instagram_Current_All_Time_Followers,Twitter_Current_All_Time_Followers,Twitch_Current_All_Time_Followers,TikTok_Current_All_Time_Followers,YT_Current_All_Time_Views,Facebook_Current_All_Time_Views,Instagram_Current_All_Time_Views,Twitter_Current_All_Time_Views,Twitch_Current_All_Time_Views,YT_Current_All_Time_Engagements,Facebook_Current_All_Time_Engagements,Instagram_Current_All_Time_Engagements,Twitter_Current_All_Time_Engagements,YT_Total_Uploads,Facebook_Total_Uploads,Instagram_Total_Uploads,Twitter_Total_Uploads,TikTok_Total_Uploads,30d_YT_Subscribers,30d_Facebook_Followers,30d_Instagram_Followers,30d_Twitter_Followers,30d_Twitch_Followers,30d_TikTok_Followers,Feb_2024_YT_Subscribers_Growth,Feb_2024_Facebook_Followers_Growth,Feb_2024_Instagram_Followers_Growth,Feb_2024_Twitter_Followers_Growth,Feb_2024_Twitch_Followers_Growth,Feb_2024_TikTok_Followers_Growth,Feb_2024_YT_Views,Feb_2024_Facebook_Views,Feb_2024_Instagram_Views,Feb_2024_Twitter_Views,Feb_2024_TikTok_Views,Feb_2024_YT_Views_Growth,Feb_2024_Facebook_Views_Growth,Feb_2024_Instagram_Views_Growth,Feb_2024_Twitter_Views_Growth,Feb_2024_TikTok_Views_Growth,Feb_2024_YT_Engagements,Feb_2024_Facebook_Engagements,Feb_2024_Instagram_Engagements,Feb_2024_Twitter_Engagements,Feb_2024_TikTok_Engagements,Feb_2024_YT_Engagements_Growth,Feb_2024_Facebook_Engagements_Growth,Feb_2024_Instagram_Engagements_Growth,Feb_2024_Twitter_Engagements_Growth,Feb_2024_TikTok_Engagements_Growth,influencer score,YT_last_upload_date,YT_%_30_days_sub_growth,Facebook_%_30_days_Followers_Growth,Instagram_%_30_days_Followers_Growth,Twitter_%_30_days_Followers_Growth,Twitch_%_30_days_Followers_Growth,TikTok_%_30_days_Followers_Growth,YT_uploads_last_30_days,TikTok_uploads_last_30_days,YT_audience_location_country_1,YT_audience_location_country_1_%,YT_audience_location_country_2,YT_audience_location_country_2_%,YT_audience_location_country_3,YT_audience_location_country_3_%,FB_audience_location_country_1,FB_audience_location_country_1_%,FB_audience_location_country_2,FB_audience_location_country_2_%,FB_audience_location_country_3,FB_audience_location_country_3_%,YT_male_all_%,YT_female_all_%,YT_demo_last_update,FB_demo_last_update,YT_gid,Facebook_gid,Instagram_gid,Twitter_gid,Twitch_gid,TikTok_gid
FiftyPlusBeauty,FiftyPlusBeauty,56oWj1NoeVBucf9ijPWeDg,,,,,http://youtube.com/channel/UC56oWj1NoeVBucf9ijPWeDg,,US,,,General Interest,"facial,anti-aging cream,cheek,face,wrinkle,diet,eye,skin care,hair,fasting,skin,cosmetics",Howto & Style,,,,https://tubularlabs.com/creator/lkRABS532d,7732,,,,5.8459,,,,831,,,,301000,,,,,,17347110,,,,,921831,,,,624,,,,,0,,,,,,-1.0,,,,,,93986,,,,,-0.3524592987605327,,,,,6437,,,,,-0.4506272936758556,,,,,520.5051061910029,20240302T150038Z,0.0,,,,,,0,,US,75.40650406504065,CA,5.894308943089431,GB,5.487804878048781,,,,,,,16.434460443823628,83.56553955617636,2024-03,,yta_56oWj1NoeVBucf9ijPWeDg,,,,,
gracie K,gracie K,WkWw2-DuuVky7R8zgozhZg,,,,,http://youtube.com/channel/UCWkWw2-DuuVky7R8zgozhZg,,US,,,Entertainment,"autonomous sensory meridian response,vlog,cosmetics",Entertainment,,,,https://tubularlabs.com/creator/0VXXSK2vD5,57531,,,,2.7618,,,,2923,,,,1520000,,,,,,315530734,,,,,10494485,,,,653,,,,,0,,,,,,,,,,,,627986,,,,,0.07490252059990483,,,,,16263,,,,,0.5772475996508583,,,,,520.308555377274,20240321T220143Z,0.0,,,,,,1,,US,36.206896551724135,GB,9.195402298850574,DE,5.172413793103448,,,,,,,34.35353606445844,65.64646393554158,2024-03,,yta_WkWw2-DuuVky7R8zgozhZg,,,,,
Toxirbe va Aziza  ,Toxirbe va Aziza  ,FTYNFrwJzGZq8kSA0XFH2g,,,,,http://youtube.com/channel/UCFTYNFrwJzGZq8kSA0XFH2g,,US,,,Entertainment,cosmetics,People & Blogs,,,,https://tubularlabs.com/creator/3j31tDhyoT03bvoyy01,88656,,,,1.1701,,,,1908,,,,102000,,,,,,64225391,,,,,1483844,,,,265,,,,,52700,,,,,,,,,,,,19070965,,,,,,,,,,420328,,,,,,,,,,519.9400296968947,20240406T113641Z,0.516666666666666,,,,,,98,,,,,,,,,,,,,,63.297025796299664,36.70297420370033,,,yta_FTYNFrwJzGZq8kSA0XFH2g,,,,,
Bethenny Frankel,Bethenny Frankel,MvCuD-52hYek2ChtOIAV7w,bethennyfrankel,,,,http://youtube.com/channel/UCMvCuD-52hYek2ChtOIAV7w,,US,,,Food & Drink,"Bethenny,foodie,eye shadow,Bethenny Frankel,podcast,snack,cosmetics,mother,dinner",People & Blogs,,,,https://tubularlabs.com/creator/7RDrybu3S03XV65U05,41757,,,,3.2923999999999998,,,,2529,,,,260000,,,,,,69710988,,,,,3345091,,,,1047,,,,,1000,,,,,,0.0,,,,,,2932521,,,,,-0.16209352540802824,,,,,153217,,,,,-0.18746652383502946,,,,,518.9150637646563,20240406T222400Z,0.0038461538461530003,,,,,,56,,US,82.94979079497908,CA,5.0557880055788,GB,3.974895397489539,,,,,,,31.873983218177553,68.12601678182244,2024-03,,yta_MvCuD-52hYek2ChtOIAV7w,,,,,
Makeupd0ll,makeupD0LL,RI1Z0DMdBc-mflVLLnpezA,makeupd0ll,makeupd0ll,makeupd0ll,makeupd0ll,http://youtube.com/channel/UCRI1Z0DMdBc-mflVLLnpezA,,US,,,Beauty,"acne,Contouring,wig,eyelash,eyebrow,concealer,foundation,hair,lipstick,cosmetics,lip,skin",Howto & Style,Blogger,,https://www.tiktok.com/@makeupd0ll,https://tubularlabs.com/creator/5v1aGG5ms1,3266,,,1933,4.1247,,,2.422,247,,,187,620000,2169995,195179,33725,,3994,58193543,2241129,972317,1756,,1789275,89612,138879,61,994,95,75,2,58,0,0,-204,0,,545,,,,,,-1.0104895104895104,26474,209,,0,2943,-0.34985265225933204,-0.04128440366972477,,,-1.0104895104895104,2185,21,24,0,148,-0.25806451612903225,-0.16,-0.9687906371911573,,-0.7115009746588694,518.8944146264555,20240406T021902Z,0.0,0.0,-0.001045194411284,0.0,,0.136454682023034,9,1,US,89.7119341563786,CA,2.880658436213992,CN,1.234567901234567,US,35.835995740149095,NG,10.197018104366347,BR,8.173588924387646,,,2024-03,2018-02,yta_RI1Z0DMdBc-mflVLLnpezA,fba_239736430806,iga_23962991,twa_23564532,,tka_6846141200669115398
Reginae Carter,Reginae Carter,kdEWrbRTyrEiarJaetUVjw,,reginaecarter4,itsreginaecarter,colormenaedynae,http://youtube.com/channel/UCkdEWrbRTyrEiarJaetUVjw,,US,,,People & Blogs,"cosmetics,humor,hair,birthday,Internet meme,clothing",Entertainment,Actor,,https://www.tiktok.com/@colormenaedynae,https://tubularlabs.com/creator/PVAsTovvEv,101027,12372,,243746,3.8628,1.5513,,2.1455,7180,458,48446,20918,489000,76952,7141627,165,,2100000,51936428,2328696,306231480,18729,,3567840,176074,67277252,578,254,310,1175,8,569,0,0,-9097,0,,0,-1.0,-0.8393907736295156,,,,,528687,39354,,0,959901,-0.4388689646681476,-0.6615583075335397,,,,37163,8209,180113,0,54919,-0.3861312542328086,-0.6777751609357827,0.1846188249376821,,-0.4803913220364641,518.78815704761,20240404T191242Z,0.0,0.0,-0.001273799373728,0.0,,0.0,5,0,US,93.03225806451613,GB,2.064516129032258,CA,1.419354838709677,,,,,,,18.56789514125308,81.43210485874692,2024-03,,yta_kdEWrbRTyrEiarJaetUVjw,fba_104160305908829,iga_7718352,twa_1582609432323702786,,tka_6777790204662711302
Q2HAN,Q2HAN,xANYxgMTfJp3ZE8opnvJvQ,2qhan,q2han,q2han,qwonqjin,http://youtube.com/channel/UCxANYxgMTfJp3ZE8opnvJvQ,,US,,,People & Blogs,"cooking,fashion week,hair,food,fashion,clothing,vlog,cosmetics,travel,skin",People & Blogs,Public Figure,,https://www.tiktok.com/@qwonqjin,https://tubularlabs.com/creator/jwRRk4Uj8p,151618,,,63211,2.3893,,,2.1782,8332,,23017,5507,728000,13850,226184,12769,,238900,93763714,82249,2492432,683284,,5596232,9505,3324337,125988,872,110,302,814,248,4000,0,1288,0,,300,-1.0,,-0.6034789484087765,,,-0.3333333333333333,364589,22,,0,1112462,-0.06408130365137389,-0.3333333333333333,,,-0.3333333333333333,21257,0,140139,0,120768,0.23136187221224586,,-0.5738072356576323,,0.0784108869779528,518.4516483977527,20240331T150428Z,0.0054945054945050005,0.0,0.005694478831393001,0.0,,0.0012557555462530002,2,13,US,24.181360201511335,MY,7.052896725440807,PH,6.045340050377834,,,,,,,7.481790208542149,92.51820979145785,2024-03,,yta_xANYxgMTfJp3ZE8opnvJvQ,fba_352462358165541,iga_19559757,twa_920337738,,tka_6585805687606919169
Chriselle Lim 🌟,Chriselle Lim,ZpNX5RWFt1lx_pYMVq8-9g,chrisellelim,chriselleinc,chrisellelim,chrisellelim,http://youtube.com/channel/UCZpNX5RWFt1lx_pYMVq8-9g,,US,,,People & Blogs,"shopping,mother,hair,clothing,skin care,fashion,Outfit of the Day,cosmetics,vlog,skin",Howto & Style,Public Figure,,https://www.tiktok.com/@chrisellelim,https://tubularlabs.com/creator/6rgIr5nYYB,86675,,,251374,0.0358,,,1.7018,57,,495,17111,770000,729675,1556901,39821,,2700000,98493822,24009466,54530173,124546,,2106401,620057,9892420,3212,594,766,1436,68,1650,3000,0,5207,0,,0,0.0,,,,,,1234875,557,,0,6216760,-0.25875315061799836,-0.2187938288920056,,,,333,1,11360,0,346295,-0.37523452157598497,0.0,0.024253899558200342,,-0.6937152793440123,518.3633171276008,20240404T232834Z,0.003896103896103,0.0,0.003344464420024,0.0,,0.0,7,31,US,53.091872791519435,CA,7.597173144876325,GB,5.477031802120141,US,20.859411489957964,AR,9.50957496496964,IN,4.736104624007473,10.466161915866252,89.53383808413375,2024-03,2018-02,yta_ZpNX5RWFt1lx_pYMVq8-9g,fba_465761170047,iga_13151837,twa_32496437,,tka_6746672438799385606
Jen Phelps,Jen Phelps,we-36cDI9OA4_bRfMrtiVg,,,jenphelpsbeauty,jenphelpsbeauty,http://youtube.com/channel/UCwe-36cDI9OA4_bRfMrtiVg,,US,,,Beauty,"cosmetics,blusher,foundation,eye shadow,mascara,palette,lip,Huda Beauty,concealer,face,skin,Sephora",Howto & Style,,,https://www.tiktok.com/@jenphelpsbeauty,https://tubularlabs.com/creator/XRHMpaCCsd,36246,,,,5.2448,,,,3497,,,,169000,,123960,,,13800,37272244,,239844,,,2273829,,49068,,1005,,71,,51,3000,,-262,,,200,-0.3333333333333333,,,,,-0.8333333333333334,759948,,,,86222,-0.3919983102796919,,,,-0.8333333333333334,53982,,422,,2105,-0.43064769599105607,,37.36363636363637,,-0.6357501297802388,518.286421013726,20240405T221009Z,0.01775147928994,,-0.0021135850274280003,,,0.014492753623188002,13,0,US,77.9748706577975,CA,5.247597930524759,GB,3.03030303030303,,,,,,,3.712604691643887,96.28739530835611,2024-03,,yta_we-36cDI9OA4_bRfMrtiVg,,iga_1368693497,,,tka_6796124597155759109
Jessy Hartel,Jessy Hartel,1nciGihZvBu2PcAjgTSRSA,,,jessyhartel,jessyhartel1,http://youtube.com/channel/UC1nciGihZvBu2PcAjgTSRSA,,US,,,Beauty,"lip,cosmetics,foundation,skin,eyeliner,lipstick",People & Blogs,Video creator,,https://www.tiktok.com/@jessyhartel1,https://tubularlabs.com/creator/4W2Ekm57Tv03LZKGb01,140409,,,726150,2.3432,,,1.9044,6053,,51269,55314,343000,5979,1469678,,,2200000,85938546,5094,2280264,,,3684954,678,14692384,,236,94,524,,1724,14000,0,45980,,,0,-0.19230769230769232,,-0.8017609006573854,,,0.0,4578020,0,,,54395050,-0.18735849173826952,,,,0.0,192917,0,677832,,2212829,-0.13936660465655767,,-0.4553103130170511,,-0.3554350086715692,518.218159564715,20240331T123354Z,0.040816326530612006,0.0,0.031285764636879,,,0.0,3,45,US,22.97872340425532,BR,8.085106382978724,RU,7.234042553191489,,,,,,,27.974613257287622,72.02538674271239,2024-03,,yta_1nciGihZvBu2PcAjgTSRSA,fba_117728675574782,iga_216154551,,,tka_6749062839288218630
Kie RaShon,Kie RaShon,Zt_lvqn9uQQGtZKBjctUEA,,,pepperpotts1984,kierashon,http://youtube.com/channel/UCZt_lvqn9uQQGtZKBjctUEA,,US,,,Beauty,"cosmetics,alopecia,curly hair,wig,Lace wig,ponytail,bob cut,hairstyle,human hair,hair",Howto & Style,,,https://www.tiktok.com/@kierashon,https://tubularlabs.com/creator/2Y3w8phTP03PbrXR01,7127,,,9953,6.7363,,,2.0594,883,,1553,819,135000,,103981,200,,52000,14548671,,259144,784,,930316,,853576,40,789,,585,21,404,1000,,163,0,,200,0.0,,,,,1.0785219399538106,156286,,,0,359544,-0.09441418472592421,,,,1.0785219399538106,12843,,11546,0,29741,0.059216494845360824,,0.24956709956709958,,0.8024848484848485,517.8490150792293,20240329T130033Z,0.007407407407407001,,0.0015675940796870001,0.0,,0.0038461538461530003,8,6,US,91.7329093799682,CA,2.543720190779014,GB,1.748807631160572,,,,,,,4.582006622376289,95.4179933776237,2024-03,,yta_Zt_lvqn9uQQGtZKBjctUEA,,iga_175887270,twa_1051969692,,tka_6639079509826109446
Alex Bondoc,Alex Bondoc,w7GDURu1RIiGRG4sWloLXA,,,alexteribon,,http://youtube.com/channel/UCw7GDURu1RIiGRG4sWloLXA,,US,,,People & Blogs,"student,college,skin care,cosmetics,eating,vlog,university",Howto & Style,,,,https://tubularlabs.com/creator/2i2TcjgGeQ03SQcYt01,189097,,,,3.5809,,,,12459,,,,1030000,,201388,4287,,,59499530,,0,,,3089625,,161174,,328,,1,,55,10000,,8262,0,,,0.6666666666666666,,-0.3381076388888889,,,,1025548,,,,0,-0.23395794024628724,,,,,41734,,,,0,-0.3129074744813961,,,,,517.8285576921799,20240324T111502Z,0.009708737864077001,,0.041025284525393,0.0,,,2,0,,,,,,,,,,,,,11.459644062502258,88.54035593749775,,,yta_w7GDURu1RIiGRG4sWloLXA,,iga_1308616331,twa_2955695527,,tka_6803936232545747974
molchanovaasmr,molchanovaasmr,gSBKfr64TSi3BvI2AyAjig,,,,molchanovaasmr,http://youtube.com/channel/UCgSBKfr64TSi3BvI2AyAjig,,US,,,Beauty,"autonomous sensory meridian response,eye shadow,eyeliner,blusher,foundation,cosmetics,lip gloss,lipstick",People & Blogs,,,https://www.tiktok.com/@molchanovaasmr,https://tubularlabs.com/creator/3C24NkBDG103ZkASe01,51275,,,2848546,2.0776,,,1.0662,1960,,,121483,175000,,,,,282700,85854107,,,,,2271328,,,,291,,,,236,13000,,,,,45200,34.0,,,,,-0.36012207527975587,17106527,,,,49843650,20.817601744742177,,,,-0.36012207527975587,601102,,,,2366673,22.119307692307693,,,,-0.399359227987484,517.5772511070211,20240406T182010Z,0.07428571428571401,,,,,0.15988680580120201,21,20,US,35.172413793103445,RU,10.344827586206897,BR,6.206896551724138,,,,,,,36.81550309440222,63.18449690559778,2024-03,,yta_gSBKfr64TSi3BvI2AyAjig,,,,,tka_7137591878598771717
Erin Field,Erin Field,pU23YN4rfEJXAM40HYmDtg,,,erin__field,erinisanxious,http://youtube.com/channel/UCpU23YN4rfEJXAM40HYmDtg,,US,,,"Health, Fitness & Self Help","chair,spinal cord injury,cosmetics,tetraplegia,physical exercise,wheelchair,injury",People & Blogs,,,https://www.tiktok.com/@erinisanxious,https://tubularlabs.com/creator/2FKWABPjz03SR4FV02,255294,,,,1.6080999999999999,,,,7554,,,,73200,,1806,,,386,25248927,,6028,,,1103068,,591,,86,,3,,50,9000,,-5,,,6,-0.7962382445141066,,,,,0.375,2970004,,,,201,-0.7129371142718486,,,,0.375,94787,,0,,10,-0.8217448457825026,,,,-0.9145299145299145,517.5342532358845,20240318T183647Z,0.122950819672131,,-0.002768549280177,,,0.015544041450777,1,0,US,64.41413515189089,GB,5.827650340979542,CA,4.6497210167389955,,,,,,,37.93295480359836,62.06704519640164,2024-03,,yta_pU23YN4rfEJXAM40HYmDtg,,iga_308543441,,,tka_6825986489500517381
Mary K. Bella,Mary K. Bella,neZlaubNTKpxlvpDHCTwoA,hairporn,marykbellaofficial,marykbella,marykbella,http://youtube.com/channel/UCneZlaubNTKpxlvpDHCTwoA,,US,,,Beauty,"waves,wig,box braids,Lace wig,bob cut,human hair,hair tie,crochet braids,hair,cosmetics,hairstyle,pigtail",Howto & Style,Public Figure,,https://www.tiktok.com/@marykbella,https://tubularlabs.com/creator/E4DxegnIPs,13294,,,51782,4.9311,,,1.0931,1206,,776,2264,355000,,50955,876,,7800,41316332,412199,550414,592,,1888548,2914,484508,60,1154,114,1629,36,108,1000,,63,0,,636,-0.5,,0.39344262295081966,,,-0.14369034994697774,391539,0,,0,528365,-0.2876096453322611,,,,-0.14369034994697774,24888,0,3961,0,18019,-0.33820831228228787,,-0.5774482611478557,,-0.21646301691524983,517.3686361701133,20240405T230030Z,0.00281690140845,,0.001236385045628,0.0,,0.081538461538461,11,4,US,93.81067961165049,GB,1.213592233009708,CA,1.213592233009708,,,,,,,6.403364617232009,93.59663538276799,2024-03,,yta_neZlaubNTKpxlvpDHCTwoA,fba_679358015514594,iga_33327795,twa_468673568,,tka_6961904852138279942
Jaelah Majette,Jaelah Majette,WhMAeDzqqsGA1ShNXcebcA,,,jaemajette,jaemajette,http://youtube.com/channel/UCWhMAeDzqqsGA1ShNXcebcA,,US,,,General Interest,"wig,hair,waves,moisturizer,ponytail,hairstyle,bun,vlog,cosmetics",People & Blogs,,,https://www.tiktok.com/@jaemajette,https://tubularlabs.com/creator/FwYlUOcvnM,20794,,,75623,4.373,,,4.1566,1673,,13334,12573,583000,,159955,38268,,241600,65081700,,1816550,2086991,,2861092,,1118747,83309,418,,106,92,197,0,,2901,0,,5000,,,0.24242424242424243,,,1.1481481481481481,153214,,,0,1833642,0.20270662762675543,,,,1.1481481481481481,12038,,53279,0,273097,0.8862425571921028,,0.5452146171693736,,0.34205935397634296,517.2948061316441,20240322T003339Z,0.0,,0.018136350848676,0.0,,0.02069536423841,2,4,US,93.37175792507205,GB,2.01729106628242,CA,1.729106628242075,,,,,,,10.34713368646546,89.65286631353455,2024-03,,yta_WhMAeDzqqsGA1ShNXcebcA,,iga_1366050763,twa_273130660,,tka_6806412793161581573
Amanda,Amanda Asad,SnmTyBOxR9ZilF-So1Ni2w,,,amandaasad,amandaasad,http://youtube.com/channel/UCSnmTyBOxR9ZilF-So1Ni2w,,US,,,People & Blogs,"hair,vlog,hairstyle,cooking,cosmetics,clothing,skin care,Ramadan,wedding,recipe",People & Blogs,Digital creator,,https://www.tiktok.com/@amandaasad,https://tubularlabs.com/creator/NvsUv66bLm,84006,,,260275,1.9355,,,2.053,2991,,57885,21373,258000,11235,459127,,,595600,53345164,0,2298882,,,1884472,177852,4617855,,302,572,254,,894,13000,0,81438,,,51200,-0.6,0.6389627659574468,-0.8649963832445584,,,-0.7027027027027027,1109601,0,,,7325513,-0.23268459188344784,,,,-0.7027027027027027,37264,13030,71460,,559175,-0.18954305226298962,0.4589631620199306,-0.6835686863185302,,-0.362798388236313,517.2513975259709,20240331T200449Z,0.050387596899224,0.0,0.177375758776983,,,0.08596373404969701,6,36,US,43.604651162790695,GB,13.08139534883721,CA,8.430232558139535,,,,,,,20.54655362360492,79.45344637639508,2024-03,,yta_SnmTyBOxR9ZilF-So1Ni2w,fba_101320046263843,iga_6955413,,,tka_6735868709207802885
Tâm Mai,Tâm Mai,hEEbdoy5ZVtmfr1AqYgA2A,tammyisfly123,,,,http://youtube.com/channel/UChEEbdoy5ZVtmfr1AqYgA2A,,US,,,Home & DIY,"cooking,eating,hair,makeover,travel,Apartment Therapy,red hair,food,interior design,cosmetics,vlog,recipe",People & Blogs,,,,https://tubularlabs.com/creator/6h2QugvJwo03U62ow01,40703,,,,3.5355,,,,2647,,,,125000,,,,,,5456578,,,,,306632,,,,123,,,,,1000,,,,,,0.75,,,,,,320142,,,,,0.7936532837309369,,,,,12975,,,,,0.44858769677347327,,,,,517.2069580178726,20240401T000037Z,0.008,,,,,,3,,US,65.53106212424849,CA,7.214428857715431,GB,4.008016032064128,,,,,,,11.411410642904304,88.5885893570957,2024-03,,yta_hEEbdoy5ZVtmfr1AqYgA2A,,,,,
The Painted Turtle Face Painting,The Painted Turtle Face Painting, -L-ND9NNbsYWs-SbwUOoLA,,paintedturtlefacepaint,,,http://youtube.com/channel/UC-L-ND9NNbsYWs-SbwUOoLA,,US,,,Entertainment,"body painting,painter,makeover,Christmas,shorts,face,Halloween,art of painting,holiday,body art,cosmetics,art",Howto & Style,Arts & entertainment,,,https://tubularlabs.com/creator/4SuMFhvN03Zm3oy01,3565134,,,,2.3908,,,,156831,,,,309000,240241,,2254,,,109074682,95396,,2467,,4205772,2008298,,685,187,273,,30,,-2000,0,,0,,,-0.8070175438596491,,,,,,4772855,69,,0,,-0.7633942949870239,0.2777777777777778,,,,93088,9372,,0,,-0.8267192098419796,0.4527980158115021,,,,517.1077361992287,20240405T165332Z,-0.006472491909385001,0.0,,0.0,,,19,,US,57.26190476190476,GB,4.761904761904762,BR,4.523809523809524,,,,,,,38.6115625071462,61.3884374928538,2024-03,,yta_-L-ND9NNbsYWs-SbwUOoLA,fba_1898083637143165,,twa_1491512936182992906,,
PENN.SMITH.SKINCARE,PENN.SMITH.SKINCARE,bDy5VXmH1rc0n48LyWKRBw,,,penn.smith.skincare,penn.smith.skincare,http://youtube.com/channel/UCbDy5VXmH1rc0n48LyWKRBw,,US,,,Beauty,"eye,skin care,facial,anti-aging cream,micro-needling,acne,medical treatment,wrinkle,cosmetics,face,hair,skin",People & Blogs,,,https://www.tiktok.com/@penn.smith.skincare,https://tubularlabs.com/creator/eD02OEzgpG,30369,,,,3.1904,,,,1782,,,,237000,,48239,,,2069,19682707,,241249,,,421225,,111103,,598,,200,,11,2000,,287,,,23,-0.5,,-0.03556485355648536,,,-0.22727272727272727,284864,,,,1461,-0.08197228488559459,,,,-0.22727272727272727,12296,,759,,18,0.009109560935576529,,-0.33421052631578946,,-0.5135135135135135,516.743776165532,20240330T175922Z,0.0084388185654,,0.0059495429009720005,,,0.011116481391976001,3,0,US,75.60483870967742,CA,4.838709677419355,GB,4.637096774193548,,,,,,,6.861912378850257,93.13808762114975,2024-03,,yta_bDy5VXmH1rc0n48LyWKRBw,,iga_9625750,,,tka_6803001124191814662
AdamLambertVEVO,AdamLambertVEVO,SpA4zQzlhoPCY2-usyGAMA,adamlambertvevo,,,adamlambert,http://youtube.com/channel/UCSpA4zQzlhoPCY2-usyGAMA,VEVO,US,,,Music & Dance,"Believe,Adam Lambert,cosmetics,pop music",Music,,,https://www.tiktok.com/@adamlambert,https://tubularlabs.com/creator/BaG56Ux9cz,,,,1385140,,,,1.6091,,,,89155,645000,,,2269336,,1000000,419946128,,,12643717,,3398954,,,1068838,53,,,352,208,0,,,0,,0,,,,,,-0.8026315789473685,1552401,,,0,780944,-0.07156326421495893,,,,-0.8026315789473685,9448,,,0,26671,-0.14752323378146712,,,,-0.936376127748701,516.1832280038179,20190920T070005Z,0.0,,,0.0,,0.0,0,4,US,41.533546325878596,CA,5.750798722044728,BR,4.7923322683706076,,,,,,,43.01067528617597,56.98932471382403,2024-03,,yta_SpA4zQzlhoPCY2-usyGAMA,,,twa_46576295,,tka_79410485141381120
sarah elizabeth ,sarah elizabeth ,v4JoQWIhdTwS9Et49OuZuw,,,,,http://youtube.com/channel/UCv4JoQWIhdTwS9Et49OuZuw,,US,,,Beauty,"cosmetics,skin care,vlog,cleanliness,Sephora",People & Blogs,,,,https://tubularlabs.com/creator/6D23va4UbK03ZmVVh01,43367,,,,5.5161,,,,4401,,,,69800,,,,,,25697711,,,,,1653231,,,,561,,,,,2600,,,,,,-0.43243243243243246,,,,,,1152199,,,,,-0.3031200555472224,,,,,54082,,,,,-0.4003415088481838,,,,,516.0279637835724,20240329T234334Z,0.037249283667621,,,,,,4,,,,,,,,,,,,,,15.293364325022372,84.70663567497762,,,yta_v4JoQWIhdTwS9Et49OuZuw,,,,,
♡ Victoria ♡,♡ Victoria ♡,TYR-anqHciYd8zx8npmf3g,,,,,http://youtube.com/channel/UCTYR-anqHciYd8zx8npmf3g,,US,,,Beauty,"skin care,hair,Christmas,vlog,Sephora,cosmetics",People & Blogs,,,,https://tubularlabs.com/creator/5U26dcpGg403ashdZ01,112749,,,,5.7115,,,,11849,,,,82000,,,,,,14917707,,,,,1291000,,,,100,,,,,10800,,,,,,-0.3640776699029126,,,,,,2742203,,,,,-0.12448001890114732,,,,,234569,,,,,-0.268108593840192,,,,,516.0274572334393,20240406T163209Z,0.13170731707317002,,,,,,13,,,,,,,,,,,,,,15.648601847875394,84.3513981521246,,,yta_TYR-anqHciYd8zx8npmf3g,,,,,
♕ Pia Mia,PrincessPiaMiaVEVO,nFngWHLtr4phM30rhNqFEw,princesspiamiavevo,,piamia,piamia,http://youtube.com/channel/UCnFngWHLtr4phM30rhNqFEw,VEVO,US,,,Music & Dance,"Anahí,advertising,Pia Mia,cosmetics,dance,cover version",Music,,,https://www.tiktok.com/@piamia,https://tubularlabs.com/creator/dUOwGXucVn,,,,106116,,,,1.1634,,,142,4938,915000,,9940445,587240,,1800000,780691793,,96844767,6047950,,4468762,,19651845,319263,36,,441,366,583,0,,-17986,0,,0,,,,,,,2413560,,,0,1117262,-0.1523251562636644,,,,,7721,,564,0,38016,-0.03136369338853343,,-0.7670384138785625,,-0.7116111119539986,515.9409145839654,20211001T040020Z,0.0,,-0.0018093757372020002,0.0,,0.0,0,25,US,34.90566037735849,GB,11.320754716981133,BR,6.60377358490566,,,,,,,48.2731801676657,51.7268198323343,2024-03,,yta_nFngWHLtr4phM30rhNqFEw,,iga_3951534,twa_88287364,,tka_6686898002035147782
Layali Makeover,Layali Makeover,Tx8o6IM67QCRGCvJALEUtg,,,,,http://youtube.com/channel/UCTx8o6IM67QCRGCvJALEUtg,,US,,,Beauty,"cosmetics,makeover",Sports,,,,https://tubularlabs.com/creator/DHhCfaIc4S,675924,,,,1.8142,,,,22562,,,,269000,,,,,,41232349,,,,,1110153,,,,57,,,,,11000,,,,,,-0.47058823529411764,,,,,,4121835,,,,,-0.4767912335032539,,,,,105488,,,,,-0.4713546886902137,,,,,515.8227041569002,20240402T203455Z,0.040892193308550005,,,,,,5,,SA,41.73913043478261,US,13.478260869565217,EG,6.086956521739131,,,,,,,34.00039598090928,65.99960401909071,2024-03,,yta_Tx8o6IM67QCRGCvJALEUtg,,,,,
