,Video_Title,Platform,YouTube_AdWords_Placement,YouTube_Video_ID,Video_URL,YouTube_Category,Views,V1,V2,V3,V7,V30,Total_Engagements,ER1,ER2,ER3,ER7,ER30,E1,E2,E3,E7,E30,Likes,Comments,Twitter Favorites,Tweets,Facebook_Total_Engagements,Facebook_Likes,Facebook_Comments,Facebook_Loves,Facebook_Hahas,Facebook_Wows,Facebook_Sads,Facebook_Angrys,Facebook_Page_URL,Instagram handle,TikTok_Account_URL,Topics,YouTube_Topics,Published_Date,Creator,Creator_FollowerCount_or_YouTube_Subscribers,Creator_Country,Creator_Genre,YouTube_Channel_ID,Duration (seconds),Live,Categories,Sound Title,Sound Author,transcript,thumbnail_url,title,view_count,length,publish_date,author
1978,Procrastination be like: #shorts,youtube,www.youtube.com/watch?v=RrwdiXLxs-k,RrwdiXLxs-k,https://www.youtube.com/watch?v=RrwdiXLxs-k,Film & Animation,1768,,,1721.0,1731.0,1760.0,1,,,0.028100000694394,0.02989999949932,0.030899999663233,,,1.0,1.0,1.0,0,1,,,,,,,,,,,,,,,Entertainment,2023-12-30 21:34,Golden Animations,2910.0,,General Interest,uWF8dkyJ_bCxfR2UjJLFCg,7,False,,,,nan,nan,nan,,,nan,nan
1979,#putinwork #procrastination #shortsyoutube #workout #yoga #shortsyoutube #gymlife #viral #yogalife,youtube,www.youtube.com/watch?v=e5xLYChDjjM,e5xLYChDjjM,https://www.youtube.com/watch?v=e5xLYChDjjM,People & Blogs,114,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,https://www.tiktok.com/@jaelalatrice,,"Hip hop music,Lifestyle,Physical fitness",2024-01-03 22:50,Jaela Latrice,757.0,US,General Interest,6sMWKk_4DqYTVsvZM56udg,22,False,,,,nan,nan,nan,,,nan,nan
1980,Do this next time you’re stuck procrastinating #adhd #procrastination #productivity,youtube,www.youtube.com/watch?v=F4BIVaHTNW0,F4BIVaHTNW0,https://www.youtube.com/watch?v=F4BIVaHTNW0,Entertainment,71,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,pandazago,https://www.tiktok.com/@pandazago,,"Health,Lifestyle",2024-02-15 20:09,Panda Zago,480.0,NZ,General Interest,OD8lPfrobPHCHVIdFkwKLA,61,False,,,,nan,nan,nan,,,nan,nan
1981,Protein powder #adhdcoach #procrastination,youtube,www.youtube.com/watch?v=JxORSTTZD9c,JxORSTTZD9c,https://www.youtube.com/watch?v=JxORSTTZD9c,People & Blogs,43,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,coachalyouthsports,,,"Health,Lifestyle",2024-02-09 17:10,Coach Al,3030.0,US,General Interest,WwxY89OUiVHI_QbOnOBFrA,40,False,,,,nan,nan,nan,,,nan,nan
1982,Procrastination Be Gone  |   Effective Strategy,youtube,www.youtube.com/watch?v=V7e76il4FMY,V7e76il4FMY,https://www.youtube.com/watch?v=V7e76il4FMY,People & Blogs,28,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,Health,2024-02-08 21:11,Night with Nee,71400.0,US,Family & Parenting,0kJbsI_shRg8B-Z4BF2MsA,209,False,,,,nan,nan,nan,,,nan,nan
1983,procrastination||kal karte hai,youtube,www.youtube.com/watch?v=t4E_g3V9pmM,t4E_g3V9pmM,https://www.youtube.com/watch?v=t4E_g3V9pmM,Comedy,64,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,https://www.tiktok.com/@baadmash_,,"Entertainment,Film",2024-03-06 12:23,baadmash,,IN,General Interest,sqEOwMSaAlZxeFu0xBZ2fA,61,False,,,,nan,nan,nan,,,nan,nan
1984,How To Stop Procrastination : Just Do It : The Business Growth Mindset,youtube,www.youtube.com/watch?v=EbzWr6j4HnM,EbzWr6j4HnM,https://www.youtube.com/watch?v=EbzWr6j4HnM,Howto & Style,19,,,,,,1,,,,,,,,,,,0,1,,,,,,,,,,,,,,,Entertainment,2024-01-15 00:13,Avalinks Makes It Easier To Do Business On The Go.,,,,SOg2CRnOKo7MFLqXslRhsQ,15,False,,,,nan,nan,nan,,,nan,nan
1985,Stop ADHD Analysis Paralysis and Procrastination  |  Adult ADD,youtube,www.youtube.com/watch?v=MuLS5XKP57o,MuLS5XKP57o,https://www.youtube.com/watch?v=MuLS5XKP57o,Education,11,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,https://www.facebook.com/211267832275780?brand_redir=DISABLE,thesassynation,https://www.tiktok.com/@__cocahontas04,,"Health,Lifestyle",2024-02-23 03:35,Sol Moon Rising,585.0,US,General Interest,zz2bht6bBlCgE3rTNHHP0w,14,False,,,,nan,nan,nan,,,nan,nan
1986,Procrastination Is Ruining Your LIFE!!,youtube,www.youtube.com/watch?v=nOqEC7pAxaY,nOqEC7pAxaY,https://www.youtube.com/watch?v=nOqEC7pAxaY,People & Blogs,56,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,Health,2024-02-04 22:32,Money Mitchl,1430.0,US,General Interest,2GXwn-cTwNQnkArEOsVxmw,18,False,,,,nan,nan,nan,,,nan,nan
1987,How to Beat Procrastination Forever in 5 steps,youtube,www.youtube.com/watch?v=hhDGSZ9eGFI,hhDGSZ9eGFI,https://www.youtube.com/watch?v=hhDGSZ9eGFI,Entertainment,59,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,"Health,Knowledge",2024-02-10 16:39,Miles Furnell,1450.0,IT,General Interest,kEvxe99KXB_8gcpkdlGzEA,436,False,,,,nan,nan,nan,,,nan,nan
1988,Procrastination 🍿 #shorts #youtubeshorts,youtube,www.youtube.com/watch?v=J950ocSq5_A,J950ocSq5_A,https://www.youtube.com/watch?v=J950ocSq5_A,Entertainment,62,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,Entertainment,2024-01-26 18:30,voicetap,1260.0,CA,General Interest,mWracZ7ToYodI47M9mFAuA,41,False,,,,nan,nan,nan,,,nan,nan
1989,That Minecraft procrastination feeling...,youtube,www.youtube.com/watch?v=pdqxH58P-_g,pdqxH58P-_g,https://www.youtube.com/watch?v=pdqxH58P-_g,Gaming,76,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,https://www.tiktok.com/@toastedcat21,,"Action-adventure game,Action game,Role-playing video game,Video game culture",2023-12-29 11:15,ToastedCat21,165.0,US,General Interest,u2EFxW6qdBQydr7KyJ7i5w,27,False,,,,nan,nan,nan,,,nan,nan
1990,Excessive competitor research leads to procrastination #entrepreneurship #competitoranalysis #shorts,youtube,www.youtube.com/watch?v=P0nUTtNDn0s,P0nUTtNDn0s,https://www.youtube.com/watch?v=P0nUTtNDn0s,Education,157,,,,,,1,,,,,,,,,,,0,1,,,,,,,,,,,,letishamalakootiofficial,https://www.tiktok.com/@letishamalakootiofficial,,Lifestyle,2024-02-23 12:44,LETISHA MALAKOOTI OFFICIAL,458.0,AU,Travel,ec8d4vd4sOnZhUWPqvqD-g,60,False,,,,nan,nan,nan,,,nan,nan
1991,"Mindset, Procrastination & more! w/ Fedi",youtube,www.youtube.com/watch?v=i7H-YXo1yi8,i7H-YXo1yi8,https://www.youtube.com/watch?v=i7H-YXo1yi8,People & Blogs,24,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,2023-12-25 09:35,Mastermind - Podcast & Events,,,,GzV0PnOsOXpfdZwcNqmetw,3687,False,,,,nan,nan,nan,,,nan,nan
1992,JWaller’s Anti Procrastination Advice,youtube,www.youtube.com/watch?v=mXQcOY-c75s,mXQcOY-c75s,https://www.youtube.com/watch?v=mXQcOY-c75s,People & Blogs,12,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,2024-02-12 18:17,WealthSyndicate,608.0,US,Entertainment,KTuJQhC6padg4UxvqPCwBw,14,False,,,,nan,nan,nan,,,nan,nan
1993,My Take On OVERCOMING PROCRASTINATION | Hindi,youtube,www.youtube.com/watch?v=8VGFYVK9szg,8VGFYVK9szg,https://www.youtube.com/watch?v=8VGFYVK9szg,Education,46,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,Society,2024-01-03 16:00,Rishabh Sharma ,1010.0,IN,General Interest,KnMAzGGHf7lJiy7bE7wcQg,730,True,,,,nan,nan,nan,,,nan,nan
1994,"25 Minute pomodoro || study, || no procrastination || لا لي تسويف 25;in",youtube,www.youtube.com/watch?v=sxzknIldz8Q,sxzknIldz8Q,https://www.youtube.com/watch?v=sxzknIldz8Q,Education,37,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,2024-01-10 09:17,قناة المعرفة الممتعة,43900.0,SA,General Interest,P5nJ6_1OkTmoK2qaM4O61g,1510,False,,,,nan,nan,nan,,,nan,nan
1995,How to beat procrastination in 2024 and improve productiviry | #neeceelexy #shortsviral #glowup,youtube,www.youtube.com/watch?v=VIINiQ6BjWk,VIINiQ6BjWk,https://www.youtube.com/watch?v=VIINiQ6BjWk,People & Blogs,44,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,https://www.facebook.com/107370368554795?brand_redir=DISABLE,neeceelexy,https://www.tiktok.com/@neeceelexy,,Lifestyle,2024-01-06 05:22,Neecee Lexy,2470.0,CA,General Interest,hSwyIArnH9m4NIAUOkb4wQ,61,False,,,,nan,nan,nan,,,nan,nan
1996,Break Free from Tomorrow's Procrastination Trap!,youtube,www.youtube.com/watch?v=-_B4A6utcuw,-_B4A6utcuw,https://www.youtube.com/watch?v=-_B4A6utcuw,People & Blogs,16,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,https://www.facebook.com/160205237326010?brand_redir=DISABLE,bernadettegold,https://www.tiktok.com/@bernadettegold,,,2024-01-13 00:08,Bernadette Gold The Gold Factor,934.0,US,People & Blogs,yRPwtaawZgX7By_A03JJVQ,131,False,,,,nan,nan,nan,,,nan,nan
1997,Day 1 of self- improvement How to Eliminate Procrastination:,youtube,www.youtube.com/watch?v=4QMtqy6u_iM,4QMtqy6u_iM,https://www.youtube.com/watch?v=4QMtqy6u_iM,Film & Animation,44,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,"Health,Lifestyle",2024-01-02 07:41,Bruna Mann,1220.0,US,General Interest,H1R1g8rl_Ni_A9r5z58qjg,356,False,,,,nan,nan,nan,,,nan,nan
1998,Beat Procrastination with this Trick 💡✨....... #shorts #shortsfeed #tips #glowup #fypシ,youtube,www.youtube.com/watch?v=Uz6LYoTxhzA,Uz6LYoTxhzA,https://www.youtube.com/watch?v=Uz6LYoTxhzA,People & Blogs,2020,,,1999.0,2011.0,2020.0,1,,,0.023700000718235,0.025200000032782,0.026900000870227,,,1.0,1.0,1.0,0,1,,,,,,,,,,,,,,,"Hobby,Lifestyle",2024-02-11 15:00,Asherr,,,,Pw01Y08YiCXqudCfUoKl2g,10,False,,,,nan,nan,nan,,,nan,nan
1999,The Truth Behind Bedtime Procrastination,youtube,www.youtube.com/watch?v=HdNY6e5mXsk,HdNY6e5mXsk,https://www.youtube.com/watch?v=HdNY6e5mXsk,Entertainment,14,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,https://www.facebook.com/97374329742?brand_redir=DISABLE,,,,Health,2024-02-24 01:00,Absolute Integrative Physical Medicine,3480.0,US,General Interest,6QYyZIYQ8knpdbbnrKF6dg,154,False,,,,nan,nan,nan,,,nan,nan
2000,You don’t need to bully yourself into achievement. #selfworth #intentionalbusiness #procrastination,youtube,www.youtube.com/watch?v=f8P3pWGwJ5A,f8P3pWGwJ5A,https://www.youtube.com/watch?v=f8P3pWGwJ5A,Education,76,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,https://www.facebook.com/153298278193574?brand_redir=DISABLE,tanyacoliver,,,Lifestyle,2024-03-07 00:37,Tanya C. Oliver 💎 LIFE COACH ,611.0,US,People & Blogs,wMqhxBJG7Btkxqzjgt9d6A,55,False,,,,nan,nan,nan,,,nan,nan
2001,Procrastination VS Productivity #productivity #productivitytips #procrastination #development,youtube,www.youtube.com/watch?v=3_Pc8UHZVtE,3_Pc8UHZVtE,https://www.youtube.com/watch?v=3_Pc8UHZVtE,Education,12,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,dissertation_er,https://www.tiktok.com/@writerser,,Lifestyle,2024-02-22 21:45,WritersER,1270.0,US,General Interest,2XQVfTMGM6aT6Go5ycnYPA,59,False,,,,nan,nan,nan,,,nan,nan
2002,Stop Procrastination Med Dette Psykologiske Trick!,youtube,www.youtube.com/watch?v=BCM6v7tsdp8,BCM6v7tsdp8,https://www.youtube.com/watch?v=BCM6v7tsdp8,Entertainment,102,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,https://www.facebook.com/242016525954566?brand_redir=DISABLE,,https://www.tiktok.com/@lindgren.rasmus,,Health,2024-02-07 14:04,Rasmus Lindgren,313.0,DK,People & Blogs,KMBxOVCDtyKOHq90UYESYA,50,False,,,,nan,nan,nan,,,nan,nan
2003,🙌Feeling stuck or unmotivated? Let’s tackle procrastination together,youtube,www.youtube.com/watch?v=LP9UrtFUylc,LP9UrtFUylc,https://www.youtube.com/watch?v=LP9UrtFUylc,People & Blogs,7,,,,,,1,,,,,,,,,,,0,1,,,,,,,,,,,https://www.facebook.com/265900434351552?brand_redir=DISABLE,padenhughes,https://www.tiktok.com/@padenhughes,,"Health,Lifestyle",2024-02-15 19:03,Paden Hughes,23.0,US,People & Blogs,GY93egpYwkoPxJzcE6bwnw,85,False,,,,nan,nan,nan,,,nan,nan
2004,Procrastination[GarageBand original music],youtube,www.youtube.com/watch?v=8qtry8gYgjY,8qtry8gYgjY,https://www.youtube.com/watch?v=8qtry8gYgjY,Music,38,,,,,,1,,,,,,,,,,,0,1,,,,,,,,,,,,,,,"Electronic music,Music,Music of Asia,Pop music",2024-01-28 08:54,[ocar_rina]柯仔•オカリ•Okari,2980.0,HK,General Interest,F1AiQuqW9PaiYWzw59Pq1Q,202,False,,,,nan,nan,nan,,,nan,nan
2005,✨productive procrastination✨ #shorts #uni #viral #relatable #exam,youtube,www.youtube.com/watch?v=vliVFAeSQgc,vliVFAeSQgc,https://www.youtube.com/watch?v=vliVFAeSQgc,People & Blogs,1,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,jub3mi,https://www.tiktok.com/@jub3mi,,"Christian music,Lifestyle",2024-01-29 22:41,Prudent Kayoh,681.0,NL,General Interest,CSIAciTPjdkmyPihFjoaJg,6,False,,,,nan,nan,nan,,,nan,nan
2006,Day 59 & 60 - Purity of Isis - Procrastination,youtube,www.youtube.com/watch?v=yXRsDWtgvBI,yXRsDWtgvBI,https://www.youtube.com/watch?v=yXRsDWtgvBI,Education,14,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,https://www.facebook.com/2385900808307138?brand_redir=DISABLE,danyelle.butler,https://www.tiktok.com/@geeia_ariati,,,2023-12-29 06:09,Geeia Ariati,1270.0,AU,General Interest,DY5xgKYzcN_3sgOoZvgMsQ,692,True,,,,nan,nan,nan,,,nan,nan
2007,How to Conquer Procrastination: 5 Life-Changing Tips to Win Every Day!,youtube,www.youtube.com/watch?v=l4eQJvT0srA,l4eQJvT0srA,https://www.youtube.com/watch?v=l4eQJvT0srA,Education,21,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,https://www.facebook.com/418500534959747?brand_redir=DISABLE,,,,,2024-03-19 00:19,Kenneth Todd,228.0,US,People & Blogs,pg9lN34uMuu-QOUwKAiqew,1014,False,,,,nan,nan,nan,,,nan,nan
2008,The Dangers of Procrastination,youtube,www.youtube.com/watch?v=T-1uxcqF-wc,T-1uxcqF-wc,https://www.youtube.com/watch?v=T-1uxcqF-wc,Education,8,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,https://www.facebook.com/538455302883220?brand_redir=DISABLE,,,,"Religion,Society",2024-01-22 18:32,Creflo Dollar Ministries Canada,1570.0,CA,General Interest,C12c6FTvmiDHJTXIi5nNEg,1955,False,,,,nan,nan,nan,,,nan,nan
2009,The Art of Tactful Procrastination - You Can Hang It On A Star #edmmusic #progressive #poprock,youtube,www.youtube.com/watch?v=vsICJWDDBGI,vsICJWDDBGI,https://www.youtube.com/watch?v=vsICJWDDBGI,Music,4,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,https://www.facebook.com/8323288157?brand_redir=DISABLE,,https://www.tiktok.com/@enderbowen,,Music,2024-01-25 15:36,Ender Bowen,334.0,US,Music & Dance,Df9Tvq9z6N-DEl5mybwJLg,15,False,,,,nan,nan,nan,,,nan,nan
2010,Para Malabanan Ang Procrastination,youtube,www.youtube.com/watch?v=SCJxwivMdUw,SCJxwivMdUw,https://www.youtube.com/watch?v=SCJxwivMdUw,People & Blogs,32,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,2024-02-28 05:00,Roann Celis,95600.0,PH,Business,QalAlA0GTTRvT_Yy9z2wag,68,False,,,,nan,nan,nan,,,nan,nan
2011,Superando la Procrastinación #negocios #procrastination #productividad #familia,youtube,www.youtube.com/watch?v=hquTpqJoys8,hquTpqJoys8,https://www.youtube.com/watch?v=hquTpqJoys8,Entertainment,2,,,,,,1,,,,,,,,,,,0,1,,,,,,,,,,,https://www.facebook.com/106788076340820?brand_redir=DISABLE,ditelooo,,,,2024-01-24 02:10,Ditelo,2700.0,MX,Gaming,Gi3pCdtGDuAeIFetyXHgLw,61,False,,,,nan,nan,nan,,,nan,nan
2012,Procrastination: A Roadblock to Success | Gayatri Parmar,youtube,www.youtube.com/watch?v=97NUOSexu9k,97NUOSexu9k,https://www.youtube.com/watch?v=97NUOSexu9k,Sports,52,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,Knowledge,2024-01-05 09:06,JBCN International School,3880.0,IN,General Interest,yM0JoM9d3i0dSFFzmged4w,225,False,,,,nan,nan,nan,,,nan,nan
2013,Seize the Day: Why Procrastination is Your Greatest Foe #shorts,youtube,www.youtube.com/watch?v=UOOBNdxBUK8,UOOBNdxBUK8,https://www.youtube.com/watch?v=UOOBNdxBUK8,Education,63,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,2024-01-17 16:00,ROCKSTAR GANGSTER,1100.0,RO,General Interest,dBi7-ZFzRxnIvfsJO8hwcQ,14,False,,,,nan,nan,nan,,,nan,nan
2014,🔴 How to Create Connections and Beat Procrastination - Off the Cuff LIVE,youtube,www.youtube.com/watch?v=ObyLmP8QvHg,ObyLmP8QvHg,https://www.youtube.com/watch?v=ObyLmP8QvHg,Entertainment,17,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,Lifestyle,2024-02-18 15:01,Ben Campbell,,,,MgThz1mwqkqRjHOwJNkPxA,3531,True,,,,nan,nan,nan,,,nan,nan
2015,Procrastination Champion,youtube,www.youtube.com/watch?v=N-Kr0zIzJL0,N-Kr0zIzJL0,https://www.youtube.com/watch?v=N-Kr0zIzJL0,Entertainment,11,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,"Action-adventure game,Action game,Role-playing video game,Video game culture",2024-02-10 19:26,iirix,523.0,US,Gaming,9kVVLh1KgTutatFeKsEm-Q,265,False,,,,nan,nan,nan,,,nan,nan
2016,My #1 secret to avoid procrastination and TAKE ACTION,youtube,www.youtube.com/watch?v=ltyxUbPOYwI,ltyxUbPOYwI,https://www.youtube.com/watch?v=ltyxUbPOYwI,People & Blogs,84,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,https://www.facebook.com/141862493710?brand_redir=DISABLE,,,,Lifestyle,2024-01-11 22:40,Jack Jostes | The Landscaper's Guide,868.0,US,General Interest,Qc_v95dx0yxepBSx_h8qTQ,51,False,,,,nan,nan,nan,,,nan,nan
2017,How to Stop Procrastination #creative #photography #entrepreneur,youtube,www.youtube.com/watch?v=JEiRh1Tnlf0,JEiRh1Tnlf0,https://www.youtube.com/watch?v=JEiRh1Tnlf0,Film & Animation,26,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,"Health,Hobby,Lifestyle",2024-01-28 04:42,Zak Kincaid,4110.0,US,General Interest,WUTIeU2qdDQPACfkvN9bsg,60,False,,,,nan,nan,nan,,,nan,nan
2018,Comment lutter contre la procrastination,youtube,www.youtube.com/watch?v=4W38byEUEi8,4W38byEUEi8,https://www.youtube.com/watch?v=4W38byEUEi8,People & Blogs,83,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,2024-03-15 08:48,Motive Authentik,,,,NV3f6rl0Np_wCT3kU3H3cA,19,False,,,,nan,nan,nan,,,nan,nan
2019,STOP #procrastination #youtube #shorts,youtube,www.youtube.com/watch?v=ivyd9huyg_o,ivyd9huyg_o,https://www.youtube.com/watch?v=ivyd9huyg_o,Entertainment,11,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,"Lifestyle,Pet",2024-01-04 14:30,Brain Gum,2420.0,CA,Animals & Pets,Z0r82anfrvlv0enm0MCoGQ,20,False,,,,nan,nan,nan,,,nan,nan
2020,How To Beat Procrastination - Few Words About Making Things Easier For Yourself,youtube,www.youtube.com/watch?v=Mo9mJNOsu1M,Mo9mJNOsu1M,https://www.youtube.com/watch?v=Mo9mJNOsu1M,People & Blogs,0,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,2024-03-19 10:02,All Things Self Improvement,385.0,PL,Entertainment,A7WP-IzWVoXMWEaORIjuGA,362,False,,,,nan,nan,nan,,,nan,nan
2021,Fun Fact… Me And Procrastination Go Hand And Hand 😉#shorts,youtube,www.youtube.com/watch?v=-HKxV0WM8a4,-HKxV0WM8a4,https://www.youtube.com/watch?v=-HKxV0WM8a4,Music,12,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,Entertainment,2024-01-02 00:45,JMZ,636.0,US,General Interest,Vzp1uCAZUmm6dBy1iKI-QA,7,False,,,,nan,nan,nan,,,nan,nan
2022,Bedtime Procrastination |😯😯| @FactTechz  #shorts,youtube,www.youtube.com/watch?v=vpkovJidv-4,vpkovJidv-4,https://www.youtube.com/watch?v=vpkovJidv-4,Education,25,,,,,,1,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,2024-01-16 13:40,Strangers,11000.0,IN,General Interest,DkhswFd6JDO_KGhUt1JvSw,29,False,,,,nan,nan,nan,,,nan,nan
2023,Procrastination Stream in Fortnite,youtube,www.youtube.com/watch?v=1GUSXt8D1no,1GUSXt8D1no,https://www.youtube.com/watch?v=1GUSXt8D1no,Gaming,13,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,nanatyofficial,,,"Action-adventure game,Action game,Role-playing video game,Video game culture",2024-01-12 11:09,Jay Stephano,2330.0,JM,General Interest,o7aRZgev11IkpghDgi62LA,4314,True,,,,nan,nan,nan,,,nan,nan
2024,Procrastination Is A Form of Enlightenment,youtube,www.youtube.com/watch?v=HdcR5VzSd8M,HdcR5VzSd8M,https://www.youtube.com/watch?v=HdcR5VzSd8M,Entertainment,65,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,https://www.facebook.com/1689716897982540?brand_redir=DISABLE,,,,Lifestyle,2024-02-05 15:00,Cliff Ravenscraft,8190.0,US,"Health, Fitness & Self Help",u9KR3xI4OpjvKhXQg8R7eQ,3939,True,,,,nan,nan,nan,,,nan,nan
2025,3015: The Art of Looking Like a Fool by David Cain of Raptitude on Procrastination | Optimal...,youtube,www.youtube.com/watch?v=y-5NcJl2G1s,y-5NcJl2G1s,https://www.youtube.com/watch?v=y-5NcJl2G1s,People & Blogs,25,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,oldpodcast,,,Knowledge,2023-12-22 09:23,Optimal Living Daily,7840.0,US,General Interest,4nH4OSgdL-8irdTC3dEx-w,717,False,,,,nan,nan,nan,,,nan,nan
2026,Procrastination is not laziness! #mentalhealth #procrastination #podcast,youtube,www.youtube.com/watch?v=ayGx7KjH4Nc,ayGx7KjH4Nc,https://www.youtube.com/watch?v=ayGx7KjH4Nc,Education,282,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,nusstudentaffairs,https://www.tiktok.com/@nusstudentaffairs,,"Health,Lifestyle",2024-03-12 05:43,NUS Office of Student Affairs,1440.0,SG,General Interest,uUqyOBhA-IAZMl8_CWhlHg,23,False,,,,nan,nan,nan,,,nan,nan
2027,Stop Procrastinating #stop #procrastination,youtube,www.youtube.com/watch?v=PzcpGpm5ijc,PzcpGpm5ijc,https://www.youtube.com/watch?v=PzcpGpm5ijc,Entertainment,12,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,2024-01-21 21:36,Brain Gum,2420.0,CA,Animals & Pets,Z0r82anfrvlv0enm0MCoGQ,23,False,,,,nan,nan,nan,,,nan,nan
2028,National Life Coaching Month with KC Miller on Procrastination,youtube,www.youtube.com/watch?v=AOpSKrzuKU8,AOpSKrzuKU8,https://www.youtube.com/watch?v=AOpSKrzuKU8,Education,31,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,https://www.facebook.com/288432405211?brand_redir=DISABLE,swiha_college,https://www.tiktok.com/@swiha_college,,Lifestyle,2024-01-07 19:00,Southwest Institute of Healing Arts,3000.0,US,Education,8a472_9aRME1BGtIuKqroA,2156,True,,,,nan,nan,nan,,,nan,nan
2029,Weight loss procrastination,youtube,www.youtube.com/watch?v=co7j9EAUe7I,co7j9EAUe7I,https://www.youtube.com/watch?v=co7j9EAUe7I,People & Blogs,5,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,"Health,Lifestyle",2024-02-27 23:17,NicNicLouisiana,1170.0,US,General Interest,hS8m0yAicsASJTHA7LDbZQ,66,False,,,,nan,nan,nan,,,nan,nan
2030,The Art of Tactful Procrastination - Alarm Bells Ring #edmmusic #progressive #poprock,youtube,www.youtube.com/watch?v=TWW3q2tpqI8,TWW3q2tpqI8,https://www.youtube.com/watch?v=TWW3q2tpqI8,Music,21,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,https://www.facebook.com/8323288157?brand_redir=DISABLE,,https://www.tiktok.com/@enderbowen,,Music,2024-01-29 16:48,Ender Bowen,334.0,US,Music & Dance,Df9Tvq9z6N-DEl5mybwJLg,16,False,,,,nan,nan,nan,,,nan,nan
2031,5 action steps to beat procrastination & increase productivity | Raksha Z #growthmindset,youtube,www.youtube.com/watch?v=CdApUrMCc4I,CdApUrMCc4I,https://www.youtube.com/watch?v=CdApUrMCc4I,Education,27,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,2023-12-30 06:36,Raksha Z,5630.0,IN,General Interest,s6axA3kAFjwSiiBsIFvTqw,6,False,,,,nan,nan,nan,,,nan,nan
2032,Can anyone else relate? 🍅 #quinnipiacuniversity #college #collegelife #procrastination #friends,youtube,www.youtube.com/watch?v=MeubhKV1Iao,MeubhKV1Iao,https://www.youtube.com/watch?v=MeubhKV1Iao,Nonprofits & Activism,36,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,https://www.facebook.com/6318219422?brand_redir=DISABLE,quinnipiacu,https://www.tiktok.com/@quinnipiacu,,Entertainment,2024-03-17 15:00,Quinnipiac University,7230.0,US,Sports,51FYxRBp6vOW6Q03sVLa4A,11,False,,,,nan,nan,nan,,,nan,nan
2033,what means procrastination to you? #videography #How to #projector,youtube,www.youtube.com/watch?v=czuPHFzSKng,czuPHFzSKng,https://www.youtube.com/watch?v=czuPHFzSKng,Film & Animation,60,,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,Technology,2024-02-22 16:08,NYTHO,5200.0,PL,General Interest,_KXlc5gPDbLICiz3cf712w,22,False,,,,nan,nan,nan,,,nan,nan
