Video_Title,Platform,YouTube_AdWords_Placement,YouTube_Video_ID,Video_URL,YouTube_Category,Views,V1,V2,V3,V7,V30,Total_Engagements,ER1,ER2,ER3,ER7,ER30,E1,E2,E3,E7,E30,Likes,Comments,Twitter Favorites,Tweets,Facebook_Total_Engagements,Facebook_Likes,Facebook_Comments,Facebook_Loves,Facebook_Hahas,Facebook_Wows,Facebook_Sads,Facebook_Angrys,Facebook_Page_URL,Instagram handle,TikTok_Account_URL,Topics,YouTube_Topics,Published_Date,Creator,Creator_FollowerCount_or_YouTube_Subscribers,Creator_Country,Creator_Genre,YouTube_Channel_ID,Duration (seconds),Live,Categories,Sound Title,Sound Author
How to finally DESTROY your procrastination,youtube,www.youtube.com/watch?v=nTirYN8iVCU,nTirYN8iVCU,https://www.youtube.com/watch?v=nTirYN8iVCU,Gaming,312,,,,,,35,,,,,,,,,,,28,7,,,,,,,,,,,,,https://www.tiktok.com/@eliseo_baroud,,"Health,Knowledge",2024-02-03 19:21,Eliseo Baroud,634,US,Entertainment,qCmhuh_8OnSpoTeWE_XTxg,621,False,,,
building a 600whp Subaru #carproject #procrastination,youtube,www.youtube.com/watch?v=hLmoCNZpC-M,hLmoCNZpC-M,https://www.youtube.com/watch?v=hLmoCNZpC-M,Autos & Vehicles,4951,,,1798,4939,,35,,,0.34270000457763605,0.35969999432563704,,,,13,35,,34,1,,,,,,,,,,,,,,,"Lifestyle,Vehicle",2024-02-23 00:20,PeopleandCars701,,,,yjHZ6I_rdKE30OKSRQpVdA,9,False,,,
How I ACTUALLY Fixed My Procrastination,youtube,www.youtube.com/watch?v=LN-xRpuRRWE,LN-xRpuRRWE,https://www.youtube.com/watch?v=LN-xRpuRRWE,Howto & Style,245,,,,,,35,,,,,,,,,,,26,9,,,,,,,,,,,,,,,Lifestyle,2024-02-28 18:00,Colby Wallace,,,,yiUcAVAbJyuPL-dQCRed2Q,571,False,,,
Day-2 Of Cracking NEET 2024 | Procrastination,youtube,www.youtube.com/watch?v=f6aR-p9Mdpc,f6aR-p9Mdpc,https://www.youtube.com/watch?v=f6aR-p9Mdpc,Science & Technology,2562,,,1525,1809,,35,,,0.8391000032424921,0.925999999046325,,,,27,33,,0,35,,,,,,,,,,,,,,,Knowledge,2024-02-20 04:00,Munish this side,,,,eo8FShkfDbosFytGVgdOEA,173,False,,,
Finally cleared this up after 4 days of procrastination,youtube,www.youtube.com/watch?v=H39Cxhx7ujw,H39Cxhx7ujw,https://www.youtube.com/watch?v=H39Cxhx7ujw,People & Blogs,665,,,313,367,554,35,,,,,,,,15,18,32,35,0,,,,,,,,,,,,,,,"Hobby,Lifestyle",2024-01-05 10:42,Sara xo dump,,,,djBYVnsc3B-pSRNTFNwxhg,45,False,,,
"Tuesday: Puttin the ""PRO"" in ""Procrastination"" (DLS #29)",youtube,www.youtube.com/watch?v=pxq3NU0m6e8,pxq3NU0m6e8,https://www.youtube.com/watch?v=pxq3NU0m6e8,Music,113,,,,,,34,,,,,,,,,,,17,17,,,,,,,,,,,https://www.facebook.com/156551817769019?brand_redir=DISABLE,synthpoptroubadour,https://www.tiktok.com/@stephenpaultaylor,,Lifestyle,2024-01-30 17:00,StephenPaulTaylor,36100,DE,Music & Dance,PP3msKcjefIRzfa2fqByxg,1111,True,,,
"Weekly Vlog | Candle & Grocery Hauls, Finished Bookshelf, Procrastination & Book Review",youtube,www.youtube.com/watch?v=aqfmIwItA0w,aqfmIwItA0w,https://www.youtube.com/watch?v=aqfmIwItA0w,Film & Animation,150,,,,,,34,,,,,,,,,,,25,9,,,,,,,,,,,,minkskinks,https://www.tiktok.com/@minkskinks,,Lifestyle,2024-01-26 23:00,Mink's Kinks,2330,US,General Interest,wfbcaqVl6a3OGTdqmfdMGA,1636,False,,,
we never learn… 😅 #procrastination #relatable #workproblems #studentlife #college #work,youtube,www.youtube.com/watch?v=_tPI8CPFzdE,_tPI8CPFzdE,https://www.youtube.com/watch?v=_tPI8CPFzdE,Education,952,,943,943,947,952,34,,1.631500005722046,1.725100040435791,1.841199994087219,1.951599955558776,,34,34,34,34,34,0,,,,,,,,,,,,,,,Entertainment,2024-01-31 00:28,Unriddle,,,,lXCwtjSCaePMjOHQj70T-g,14,False,,,
Elimine a PROCRASTINAÇÃO da sua Vida. #shorts #procrastination #autoestima #autoconhecimento,youtube,www.youtube.com/watch?v=QpCix0iWMCA,QpCix0iWMCA,https://www.youtube.com/watch?v=QpCix0iWMCA,Howto & Style,419,,,,,,34,,,,,,,,,,,34,0,,,,,,,,,,,,,,,"Health,Lifestyle",2024-03-06 19:44,Homem de Meia Idade,4530,BR,General Interest,9osawTqXeud7tWRNkaGfqQ,39,False,,,
The Procrastination Protocol (Dopamine system),youtube,www.youtube.com/watch?v=3dUQvSn4UOM,3dUQvSn4UOM,https://www.youtube.com/watch?v=3dUQvSn4UOM,People & Blogs,1597,,,1473,1537,1587,34,,,1.071900010108947,1.134400010108947,1.205100059509277,,,33,34,35,32,2,,,,,,,,,,,,,,,"Health,Knowledge",2024-01-13 19:56,Alex Christou,,,,HPNbnWIZ5gTqU4k863hzNQ,376,False,,,
This cured my procrastination.,youtube,www.youtube.com/watch?v=KvgscUbwXuI,KvgscUbwXuI,https://www.youtube.com/watch?v=KvgscUbwXuI,Entertainment,1043,813,858,898,988,1043,34,1.308500051498413,1.476699948310852,1.491899967193603,1.66100001335144,1.7812999486923211,25,28,28,32,34,34,0,,,,,,,,,,,,,,,,2024-01-28 18:45,Tom Crosshill,17500,LV,General Interest,9TwYQOO9mAxoF4v8ZioySg,25,False,,,
How to finally overcome procrastination.,youtube,www.youtube.com/watch?v=oNbgRsu0nis,oNbgRsu0nis,https://www.youtube.com/watch?v=oNbgRsu0nis,Education,460,,,,,,34,,,,,,,,,,,33,1,,,,,,,,,,,,,https://www.tiktok.com/@toolsfromtherapy,,Health,2024-01-30 15:30,Tools from Therapy,5440,ZA,"Health, Fitness & Self Help",ml0aReKskaW4nRuslCB4qw,44,False,,,
ALI ABDAAL: How To STOP PROCRASTINATION Once And For All #Shorts #Procrastination,youtube,www.youtube.com/watch?v=lzl4eewPGGY,lzl4eewPGGY,https://www.youtube.com/watch?v=lzl4eewPGGY,Education,798,,,428,493,731,34,,,,,,,,11,12,32,34,0,,,,,,,,,,,https://www.facebook.com/101210682940653?brand_redir=DISABLE,,https://www.tiktok.com/@podcastrex,,,2024-01-18 15:54,Podcast Rex,44300,GB,Entertainment,ZVT-JVTvQdSZRPaYnV_79Q,51,False,,,
“An Idle Mind Is The Devil’s Workshop.” Keep Working With God✝️🌱#godworks #procrastination #jesus,youtube,www.youtube.com/watch?v=XuvxWaj4Fgo,XuvxWaj4Fgo,https://www.youtube.com/watch?v=XuvxWaj4Fgo,People & Blogs,334,,,,,,34,,,,,,,,,,,33,1,,,,,,,,,,,,,https://www.tiktok.com/@cristian_the_christian,,"Lifestyle,Religion",2024-03-07 06:42,Cristian The Christian,4830,US,Entertainment,SEIEzh8nZWcYtgspTUz9Kg,15,False,,,
Attack Excuses And Procrastination   Jim Rohn    ⚡  Motivational Compilation,youtube,www.youtube.com/watch?v=yBO0db0D8V4,yBO0db0D8V4,https://www.youtube.com/watch?v=yBO0db0D8V4,People & Blogs,1146,,,884,1036,1146,34,,,1.407299995422363,1.534500002861023,1.621199965476989,,,26,31,34,33,1,,,,,,,,,,,,,,,Religion,2024-01-27 12:00, Become Successful,,,,G3Xtwgu14bNJynZL5zV1Xg,317,False,,,
Make it make sense #funny #relatable #procrastination #productivity,youtube,www.youtube.com/watch?v=VtFBSMWpOA4,VtFBSMWpOA4,https://www.youtube.com/watch?v=VtFBSMWpOA4,Entertainment,861,833,839,842,845,857,33,1.685799956321716,1.779800057411193,1.8752000331878662,2.002700090408325,2.104199886322021,33,33,33,33,33,31,2,,,,,,,,,,,,,,,Lifestyle,2024-01-12 01:19,So Zaffy,907,US,General Interest,vDmuT5EYy0yyQu9G02imNA,6,False,,,
"A very boring Small Business studio vlog 💀💕 procrastination, admin and notebook making ✨",youtube,www.youtube.com/watch?v=ZH3juzBXGWY,ZH3juzBXGWY,https://www.youtube.com/watch?v=ZH3juzBXGWY,People & Blogs,277,,,,,,33,,,,,,,,,,,28,5,,,,,,,,,,,,,,,"Hobby,Lifestyle",2024-01-24 17:00,ArteaFoxStudios,,,,ETS9YWntGHWEGaaEzbxChw,1128,False,,,
"#ai #aiart #metal #ironmaiden - 🚫🔒 Lock out procrastination, unlock your potential! ⏰👊",youtube,www.youtube.com/watch?v=NQbtCaqCpuk,NQbtCaqCpuk,https://www.youtube.com/watch?v=NQbtCaqCpuk,Entertainment,97,,,,,,33,,,,,,,,,,,33,0,,,,,,,,,,,,,,,"Music,Rock music",2024-02-17 15:39,Guides to Power,4360,US,General Interest,16e3H9KuXr_RVu9jiIxVrA,60,False,,,
How to avoid Procrastination?😵#shorts #procrastination #motivation #selfdevelopment #cbse #cbse2024,youtube,www.youtube.com/watch?v=lVxzEE9qEu8,lVxzEE9qEu8,https://www.youtube.com/watch?v=lVxzEE9qEu8,Education,540,449,510,523,534,540,33,2.807399988174438,2.901599884033203,2.990400075912475,3.232000112533569,3.321300029754638,30,33,33,34,33,33,0,,,,,,,,,,,,,,,,2024-02-16 11:30,Vedantu JEE Made Ejee 2.0,96300,IN,Education,3hMRd0hcCWRV1vFjezuefA,37,False,,,
How to STOP PROCRASTINATING doing Art ✋🚫 | #procrastination #painting #artprocess,youtube,www.youtube.com/watch?v=M2MDY-RtzMc,M2MDY-RtzMc,https://www.youtube.com/watch?v=M2MDY-RtzMc,People & Blogs,1197,,,1135,1135,1196,33,,,1.404600024223327,1.506500005722046,1.4996000528335571,,,33,33,33,28,5,,,,,,,,,,,,,,,"Hobby,Lifestyle",2023-12-25 18:30,Alex Mateus,,,,cuaNmQ8oFU5m0sd6Dr2ALQ,22,False,,,
How to Beat Procrastination #shortformcontent #contentmarketing #viral #podcast  #short,youtube,www.youtube.com/watch?v=vpzaOX_dpiw,vpzaOX_dpiw,https://www.youtube.com/watch?v=vpzaOX_dpiw,People & Blogs,2107,,,2062,2103,2106,33,,,0.7656999826431271,0.804700016975402,0.856299996376037,,,33,33,33,33,0,,,,,,,,,,,,,,,Health,2024-01-15 20:00,Neo,,,,E2oHhXZfFDpgUKXLjjf47g,19,False,,,
making a procrastination machine,youtube,www.youtube.com/watch?v=puzeGavnU_c,puzeGavnU_c,https://www.youtube.com/watch?v=puzeGavnU_c,Entertainment,1652,,,907,1397,1652,33,,,1.002300024032592,1.02779996395111,1.091599941253662,,,19,28,33,26,7,,,,,,,,,,,,,,,Lifestyle,2024-01-23 02:02,gegjbf 101,,,,idME4810YYezbk2OVZR3kg,40,False,,,
The CURE To Procrastination In Under 3 Minutes! | Dr Andrew Huberman Ph.D.,youtube,www.youtube.com/watch?v=gDCGaC-iDas,gDCGaC-iDas,https://www.youtube.com/watch?v=gDCGaC-iDas,People & Blogs,1051,,,,,,33,,,,,,,,,,,32,1,,,,,,,,,,,,,,,Health,2024-03-15 22:42,UNMP3!,321,,General Interest,WajJYTKDyy6KBkU529Opkg,178,False,,,
How to avoid Procrastination ? #shorts #motivation#education#trending#ytshorts,youtube,www.youtube.com/watch?v=y1jyo4Y8vw0,y1jyo4Y8vw0,https://www.youtube.com/watch?v=y1jyo4Y8vw0,Education,619,,,430,529,619,33,,,,,,,,27,30,33,33,0,,,,,,,,,,,https://www.facebook.com/100803195653477?brand_redir=DISABLE,,,,Health,2024-01-27 16:14,Happiness Institute,26000,IN,Education,zv6Jm350kBEDi6vr0fZjUw,61,False,,,
#realitycheck #procrastination #perfectionism #fempreneur #successfulwomenthinkdifferently,youtube,www.youtube.com/watch?v=h_dKqDraHN8,h_dKqDraHN8,https://www.youtube.com/watch?v=h_dKqDraHN8,People & Blogs,2118,2112,2113,2115,2115,2118,33,0.664900004863739,0.706700026988983,0.7465000152587891,0.8001000285148621,0.825600028038024,33,33,33,33,32,32,1,,,,,,,,,,,,,https://www.tiktok.com/@shona_gates,,Lifestyle,2024-01-14 04:30,Shona Gates,734,US,People & Blogs,CVyFr3F9km6z9j5ZpJcn5w,16,False,,,
Procrastination Just Makes Sense!,youtube,www.youtube.com/watch?v=m2j79EmPd64,m2j79EmPd64,https://www.youtube.com/watch?v=m2j79EmPd64,People & Blogs,445,,,,,,33,,,,,,,,,,,31,2,,,,,,,,,,,,,,,"Health,Lifestyle",2024-03-08 16:00,"Adam Holman, LCSW",,,,qywDYcFB2FFqrJtsLvXPGQ,60,False,,,
The ultimate procrastination hack (instant results),youtube,www.youtube.com/watch?v=Vuw7hi6_xJw,Vuw7hi6_xJw,https://www.youtube.com/watch?v=Vuw7hi6_xJw,People & Blogs,169,,,,,,33,,,,,,,,,,,29,4,,,,,,,,,,,,,,,"Health,Lifestyle",2024-02-27 16:00,HIM,,,,VW5ltEhfU7IRhyNHUt2_Gw,91,False,,,
Perfectionism = Procrastination,youtube,www.youtube.com/watch?v=zqDh2QA_iJs,zqDh2QA_iJs,https://www.youtube.com/watch?v=zqDh2QA_iJs,Sports,314,,,,,,33,,,,,,,,,,,24,9,,,,,,,,,,,,,,,Lifestyle,2024-02-01 14:09,Kopz,1800,CH,General Interest,-WHDWFos-qA7q3N2XEgWag,609,False,,,
Positive Procrastination is STILL Procrastination,youtube,www.youtube.com/watch?v=VsvFeLWeACc,VsvFeLWeACc,https://www.youtube.com/watch?v=VsvFeLWeACc,Education,1234,1023,1076,1116,1192,1224,33,0.9983000159263611,1.177500009536743,1.2432999610900881,1.290699958801269,1.473299980163574,24,28,29,30,33,33,0,,,,,,,,,,,https://www.facebook.com/260556755653?brand_redir=DISABLE,progressiveproperty,https://www.tiktok.com/@progressiveproperty,,Lifestyle,2024-01-02 12:00,Progressive Property,54400,GB,Business,0g1KuusONVStjY_XjdXy6g,44,False,,,
351: How to Get What You Want: The Neuroscience of Self-Sabotage and Procrastination,youtube,www.youtube.com/watch?v=jGBX2YqOBmE,jGBX2YqOBmE,https://www.youtube.com/watch?v=jGBX2YqOBmE,Education,677,201,543,588,624,677,33,2.117100000381469,2.166599988937378,2.359800100326538,2.547699928283691,2.663599967956543,10,26,29,31,33,31,2,,,,,,,,,,,,monicayateshealth,https://www.tiktok.com/@monicayateshealth,,"Health,Lifestyle",2024-01-31 12:00,Monica Yates,4650,US,People & Blogs,WLeWRWbV3uuP7Os96UzVow,2049,False,,,
Twisted Wonderland...DO YOUR DARES!!! (It's finally out!!) [Ft. procrastination),youtube,www.youtube.com/watch?v=ePoTyhMBi-E,ePoTyhMBi-E,https://www.youtube.com/watch?v=ePoTyhMBi-E,Gaming,360,,,,,,33,,,,,,,,,,,26,7,,,,,,,,,,,,,,,"Role-playing video game,Video game culture",2024-02-01 02:54,pillow~chan,3100,HK,General Interest,MXjP5y85-iGOUDTEwlp5vQ,933,False,,,
No Procrastination Part 1,youtube,www.youtube.com/watch?v=7tivM_liNSw,7tivM_liNSw,https://www.youtube.com/watch?v=7tivM_liNSw,Music,521,,431,452,504,510,33,,,,,,,25,26,29,30,31,2,,,,,,,,,,,https://www.facebook.com/1417176395168331?brand_redir=DISABLE,,,,"Hip hop music,Lifestyle,Physical fitness",2023-12-29 17:13,Octavia aka Queen O,4200,US,People & Blogs,Dfz7KrusJEf4PPWZ6zf7SA,57,False,,,
3 Brain Hacks To Rid Yourself From Procrastination,youtube,www.youtube.com/watch?v=MsdQwgct10Q,MsdQwgct10Q,https://www.youtube.com/watch?v=MsdQwgct10Q,People & Blogs,707,,,527,617,707,33,,,2.360599994659424,2.576600074768066,2.550600051879883,,,26,31,33,33,0,,,,,,,,,,,,,,,"Health,Lifestyle",2024-01-21 22:00,Morgan T Nelson,,,,DrNQ4EbhpGg_DO4aT70hlQ,684,False,,,
Overcoming the procrastination trap #selfimprovement #selfcare #foryou #foryoupage,youtube,www.youtube.com/watch?v=9luxYz_PZN4,9luxYz_PZN4,https://www.youtube.com/watch?v=9luxYz_PZN4,Comedy,485,,,,,,33,,,,,,,,,,,33,0,,,,,,,,,,,,,,,Entertainment,2024-03-06 15:46,Ducc,3490,US,Entertainment,ulxp-tI1x_PQRiPA-3IymQ,39,False,,,
#procrastination  #fairlyoddparents #timmyturner #cosmo #timmy #nickelodeon #nick #nicktoons #memes,youtube,www.youtube.com/watch?v=7lJSx6zyjGE,7lJSx6zyjGE,https://www.youtube.com/watch?v=7lJSx6zyjGE,People & Blogs,2617,,,,,,33,,,,,,,,,,,33,0,,,,,,,,,,,,,https://www.tiktok.com/@toysvilletales15,,"Entertainment,Film",2024-02-26 22:42,Aaron Cotterell,132,US,Film & Movies,Ig-weGytztmVe2yYO0G_5g,12,False,,,
Procrastination #motivation #buildstrength #musclebuild,youtube,www.youtube.com/watch?v=ql98TfQ8n8U,ql98TfQ8n8U,https://www.youtube.com/watch?v=ql98TfQ8n8U,Education,943,817,,,,,32,1.452200055122375,,,,,28,,,,,30,2,,,,,,,,,,,,,,,"Health,Lifestyle,Physical fitness",2024-03-19 20:13,Jon Andersen Coaching,21200,US,"Health, Fitness & Self Help",o35nlk-SNuhfVYHfLY9OMA,9,False,,,
Vaincre la procrastination : techniques infaillibles pour booster votre productivité ￼#objectifs,youtube,www.youtube.com/watch?v=v6kLvbD-TyM,v6kLvbD-TyM,https://www.youtube.com/watch?v=v6kLvbD-TyM,Education,849,599,645,670,717,824,32,1.562899947166442,1.613499999046325,1.713899970054626,1.788100004196167,1.9895000457763672,22,23,24,25,30,32,0,,,,,,,,,,,,cmoiweshh,https://www.tiktok.com/@merluxoff,,,2024-01-18 12:09,Grandir Par L'Entreprenariat,297000,FR,General Interest,XDQH5x0fkLJfykJomEYi1A,61,False,,,
The secret formula to go from procrastination to productivity!,youtube,www.youtube.com/watch?v=L-SUdLanso0,L-SUdLanso0,https://www.youtube.com/watch?v=L-SUdLanso0,Education,335,,,,,,32,,,,,,,,,,,30,2,,,,,,,,,,,,,,,Religion,2024-02-28 12:04,Mohammad Arshad,10700,GB,General Interest,XEPUJND3WqSRDkzL22TjlQ,270,False,,,
SpongeBob SquarePants 2024 | Procrastination/I'm with Stupid | New 2024 Full Episode NoCuts #1080p,youtube,www.youtube.com/watch?v=cNV5Yy4ECZw,cNV5Yy4ECZw,https://www.youtube.com/watch?v=cNV5Yy4ECZw,Comedy,9038,3211,9038,9038,,,32,0.29030001163482605,0.159500002861022,0.167799994349479,,,22,32,32,,,32,0,,,,,,,,,,,https://www.facebook.com/166825456521756?brand_redir=DISABLE,,,,"Entertainment,Film",2024-03-08 13:00,Vishnu k official,286000,IN,Film & Movies,c4Na-EP3KIiCBkI5mvJl3A,16800,True,,,
Jesus Warns Us About Procrastination (Sunday Worship Experience),youtube,www.youtube.com/watch?v=J8p7D_f2g68,J8p7D_f2g68,https://www.youtube.com/watch?v=J8p7D_f2g68,Nonprofits & Activism,1095,,984,1000,1017,1093,32,,1.4127000570297241,1.469200015068054,1.547299981117248,,,31,31,31,,31,1,,,,,,,,,,,https://www.facebook.com/116860958375743?brand_redir=DISABLE,bethelsfamily,,,Religion,2024-02-04 15:00,BethelsFamilyTV,7710,US,People & Blogs,3S_K-ZXMDWsvb5XsQLYxVA,5771,True,,,
STOP This or You will be Poor for your whole life(Procrastination),youtube,www.youtube.com/watch?v=BBCinZpB_lo,BBCinZpB_lo,https://www.youtube.com/watch?v=BBCinZpB_lo,Education,439,,,,,,32,,,,,,,,,,,19,13,,,,,,,,,,,,,,,Society,2024-01-11 11:45,Shan Ahmed ,5850,IN,General Interest,wT49Cd6z6bhrABmaffKA2w,329,False,,,
Believe in Yourself🙏#procrastination #success #successminded #grindneverstops #motivationalspeaker,youtube,www.youtube.com/watch?v=P-DmdRCqH4g,P-DmdRCqH4g,https://www.youtube.com/watch?v=P-DmdRCqH4g,People & Blogs,1817,,1792,1795,1795,1816,32,,0.760999977588653,0.807399988174438,0.8659999966621391,0.9577000141143791,,30,30,30,32,32,0,,,,,,,,,,,,,,,,2023-12-25 16:43,PhilSelfImprovement,,,,iBJzeD45Sa_4kdfsWuHq7Q,11,False,,,
🧠Learning vs Procrastination💡- Chris Williamson / Alex Hormozi #shorts #motivation #viral #success,youtube,www.youtube.com/watch?v=HFjumq2CXEQ,HFjumq2CXEQ,https://www.youtube.com/watch?v=HFjumq2CXEQ,Entertainment,484,,,,,,32,,,,,,,,,,,32,0,,,,,,,,,,,,,,,,2024-03-02 15:00,MotivaMentum,,,,SDUk2jvjHxFIJ_iSJVjThQ,43,False,,,
How To Overcome Procrastination & Become Super Productive,youtube,www.youtube.com/watch?v=wRzV1PbJC44,wRzV1PbJC44,https://www.youtube.com/watch?v=wRzV1PbJC44,Howto & Style,304,,,,,,32,,,,,,,,,,,29,3,,,,,,,,,,,,,,,"Health,Lifestyle",2024-01-15 15:33,Endless Bliss with Gabriel & Kylie,8770,CA,General Interest,_oRxpt4BuE63Bwpk9ey57A,873,True,,,
START HERE Declutter & Organizing The MASTER BEDROOM & Overcoming Procrastination  #organizewithme,youtube,www.youtube.com/watch?v=qSi3MbAvb5k,qSi3MbAvb5k,https://www.youtube.com/watch?v=qSi3MbAvb5k,Howto & Style,633,,,277,442,604,32,,,,,,,,19,22,29,29,3,,,,,,,,,,,https://www.facebook.com/210343312331389?brand_redir=DISABLE,,,,"Hobby,Lifestyle",2024-01-16 22:17,Ontario Gardener & Homemaker,1050,CA,Entertainment,27b0NQgoy0Hhx99_IInFLg,2549,False,,,
The Greatest Hack to Make Productivity Easy⤵️ #procrastination #start #productivity #improve,youtube,www.youtube.com/watch?v=YaMJHCJ3X1s,YaMJHCJ3X1s,https://www.youtube.com/watch?v=YaMJHCJ3X1s,People & Blogs,2496,,,2339,2494,2495,32,,,0.593200027942657,0.657999992370605,0.700900018215179,,,29,32,32,31,1,,,,,,,,,,,,,,,Lifestyle,2024-01-03 15:13,Innervance,,,,aibfKbPZuBaOfJAWk4oFPw,24,False,,,
Procrastination is self inflicted torture! #therapy #psychology #mentalhealth,youtube,www.youtube.com/watch?v=4e9BjcyKYVs,4e9BjcyKYVs,https://www.youtube.com/watch?v=4e9BjcyKYVs,People & Blogs,790,,,,790,,32,,,,,,,,,32,,29,3,,,,,,,,,,,,,,,"Health,Lifestyle",2024-03-11 23:11,Dr. Brian Anderson,,,,QiolvLeygvjdVTk2fHWGOA,24,False,,,
The DANGERS of Procrastination l Creflo Dollar l #Procrastination #dangers #wordofgod #gracelife,youtube,www.youtube.com/watch?v=rbYMZemEFYY,rbYMZemEFYY,https://www.youtube.com/watch?v=rbYMZemEFYY,Nonprofits & Activism,423,,,,,,32,,,,,,,,,,,29,3,,,,,,,,,,,,,,,"Religion,Society",2024-01-31 10:52,Creflo Dollar Ministries - INDIA,10500,IN,General Interest,97ex_AB1X6ViS2omauZZYw,1478,False,,,
Andrew Huberman gives you weekly wisdom to beet procrastination #shorts #huberman #weeklywisdom,youtube,www.youtube.com/watch?v=0LOfJ4JUZ7Y,0LOfJ4JUZ7Y,https://www.youtube.com/watch?v=0LOfJ4JUZ7Y,Education,1460,,,,,,32,,,,,,,,,,,30,2,,,,,,,,,,,,,,,Health,2024-03-09 02:56,Hustle Hardware,,,,3TJQOSTZRI8cCGnfJN2t3A,36,False,,,
"Procrastination is the thief of time⏲️, So Stop Procrastinating👍|Komali Mam❤️",youtube,www.youtube.com/watch?v=BJfhf51GrYo,BJfhf51GrYo,https://www.youtube.com/watch?v=BJfhf51GrYo,Education,386,,,,,,32,,,,,,,,,,,32,0,,,,,,,,,,,,,,,,2024-02-05 10:10,Komali Mam,599000,IN,Science & Tech,-eCTFM9jq4McagYFfnip1g,31,False,,,
How to beat procrastination?❕✅#helpforstudents #motivation #study,youtube,www.youtube.com/watch?v=SIo-KJs0NjE,SIo-KJs0NjE,https://www.youtube.com/watch?v=SIo-KJs0NjE,People & Blogs,376,,,,,,32,,,,,,,,,,,29,3,,,,,,,,,,,,,,,Health,2024-01-21 18:59,Study aesthetic ,1570,,General Interest,7SlwP4ZghN-c3B8ji30prg,21,False,,,
How to Actually Stop Procrastination using Weird Method,youtube,www.youtube.com/watch?v=zmDbFXqPDcE,zmDbFXqPDcE,https://www.youtube.com/watch?v=zmDbFXqPDcE,Howto & Style,452,,,,,,32,,,,,,,,,,,31,1,,,,,,,,,,,,,,,"Health,Lifestyle",2024-02-22 05:08,Turtles can fly,,,,mpRT-gSpH3_u7Xhw8825RA,51,False,,,
Send this to somebody that loves to procrastinate 💛 #mentalhealth #procrastination #anxiety,youtube,www.youtube.com/watch?v=a1mFW0z1exQ,a1mFW0z1exQ,https://www.youtube.com/watch?v=a1mFW0z1exQ,People & Blogs,733,714,719,719,723,733,32,1.883100032806396,1.995800018310546,2.109299898147583,2.246700048446655,2.372600078582763,32,32,32,32,32,32,0,,,,,,,,,,,,,https://www.tiktok.com/@reallymentalpodcast,,"Health,Lifestyle",2024-02-19 16:01,Really Mental,1520,US,General Interest,z2HZraDvHQ_3j7SZYbfX8A,22,False,,,
Andrew Huberman: Say Goodbye to Procrastination and Start Now!,youtube,www.youtube.com/watch?v=OOWvUty7S3E,OOWvUty7S3E,https://www.youtube.com/watch?v=OOWvUty7S3E,Education,1841,,1829,1833,1836,1840,32,,0.816399991512298,0.8614000082015991,0.9217000007629391,0.950299978256225,,33,33,33,32,32,0,,,,,,,,,,,,,,,,2024-01-03 11:49,The Huberman Chronicles,,,,bj1mYfj_VZqfLsVo1hWrqg,58,False,,,
Should’ve done it right then 😢🙃 #comedy #shorts #commercial #procrastination #viral,youtube,www.youtube.com/watch?v=mcbs58Bjmr8,mcbs58Bjmr8,https://www.youtube.com/watch?v=mcbs58Bjmr8,Comedy,646,,,644,646,646,31,,,2.281399965286255,2.435899972915649,2.6080000400543213,,,31,31,31,30,1,,,,,,,,,,,,,,,Entertainment,2024-02-18 21:49,BRIANSORINA,,,,fnBuuu_KEw4lUrDGh3ZHqQ,33,False,,,
How to Beat Procrastination in 2024 using Science Based Strategies,youtube,www.youtube.com/watch?v=PmwJpgdXq2E,PmwJpgdXq2E,https://www.youtube.com/watch?v=PmwJpgdXq2E,People & Blogs,420,,,,,,31,,,,,,,,,,,29,2,,,,,,,,,,,,,,,"Health,Society",2024-01-24 21:29,Vital Bytes ,11200,US,Science & Tech,dNYev7eGmCt5-jaX5C3MKg,441,False,,,
Use Boredom to Beat Procrastination,youtube,www.youtube.com/watch?v=XpC-pgW3ceo,XpC-pgW3ceo,https://www.youtube.com/watch?v=XpC-pgW3ceo,People & Blogs,445,,,,,,31,,,,,,,,,,,24,7,,,,,,,,,,,,,,,Lifestyle,2024-02-03 23:37,Tiffany-Alyssa,,,,40ZbNAiGx11FzE2PTNfJVw,364,False,,,
I Think I Beat Procrastination.....,youtube,www.youtube.com/watch?v=m-JpdWQ8Jz4,m-JpdWQ8Jz4,https://www.youtube.com/watch?v=m-JpdWQ8Jz4,Entertainment,411,,,,,,31,,,,,,,,,,,26,5,,,,,,,,,,,,,,,"Health,Lifestyle",2024-02-22 13:06,The Bondietti Brothers,,,,5o5hO9ub40CbFEcdhSaRIA,397,False,,,
How to overcome procrastination and boost productivity: social media addiction. GUIDE FOR FREE!,youtube,www.youtube.com/watch?v=1EzHD9N91sA,1EzHD9N91sA,https://www.youtube.com/watch?v=1EzHD9N91sA,Science & Technology,277,,,,,,31,,,,,,,,,,,21,10,,,,,,,,,,,,,,,"Health,Knowledge",2024-01-17 14:44,QUANTUM MECHALI,,,,-rGIf1YpEoXujHtBuhY_TA,473,False,,,
